city_id,city_name,state_name,total_verified_activities,adventure_activity_count,water_activity_count,wildlife_activity_count,nature_activity_count,cultural_activity_count,spiritual_activity_count,leisure_activity_count,recreational_activity_count,activity_category_count,activity_subcategory_count,tourism_type_count,activity_count_score,activity_diversity_score,activity_category_score,activity_experience_score,activity_seasonality_score,activity_recognition_score,overall_travel_activity_score,data_completeness_percentage,score_confidence
CT0001,Port Blair,Andaman and Nicobar Islands,3,1,1,0,0,1,0,0,0,3,3,3,81.9,71,66,65,73.33,95,76.21,100,High
CT0002,Adoni,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0003,Amaravati,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0004,Anantapur,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0005,Chandragiri,Andhra Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0006,Chittoor,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0007,Dowlaiswaram,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0008,Eluru,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0009,Guntur,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0010,Kadapa,Andhra Pradesh,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0011,Kakinada,Andhra Pradesh,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0012,Kurnool,Andhra Pradesh,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0013,Machilipatnam,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0014,Nagarjunakoṇḍa,Andhra Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0015,Rajahmundry,Andhra Pradesh,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0016,Srikakulam,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0017,Tirupati,Andhra Pradesh,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0018,Vijayawada,Andhra Pradesh,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0019,Visakhapatnam,Andhra Pradesh,2,1,0,0,0,0,0,1,0,2,2,2,69.05,54,49,65,80,90,66.11,100,High
CT0020,Vizianagaram,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0021,Yemmiganur,Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0022,Itanagar,Arunachal Pradesh,1,0,0,0,1,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0023,Dhuburi,Assam,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0024,Dibrugarh,Assam,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0025,Dispur,Assam,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0026,Guwahati,Assam,3,0,1,0,0,0,1,1,0,3,3,3,81.9,71,66,90,87.5,91.67,79.62,100,High
CT0027,Jorhat,Assam,2,0,0,1,0,1,0,0,0,2,2,2,69.05,54,49,80,47.5,90,64.36,100,High
CT0028,Nagaon,Assam,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0029,Sivasagar,Assam,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0030,Silchar,Assam,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0031,Tezpur,Assam,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0032,Tinsukia,Assam,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0033,Ara,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0034,Barauni,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0035,Begusarai,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0036,Bettiah,Bihar,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0037,Bhagalpur,Bihar,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0038,Bihar Sharif,Bihar,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0039,Bodh Gaya,Bihar,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0040,Buxar,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0041,Chapra,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0042,Darbhanga,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0043,Dehri,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0044,Dinapur Nizamat,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0045,Gaya,Bihar,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0046,Hajipur,Bihar,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0047,Jamalpur,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0048,Katihar,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0049,Madhubani,Bihar,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0050,Motihari,Bihar,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0051,Munger,Bihar,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0052,Muzaffarpur,Bihar,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0053,Patna,Bihar,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0054,Purnia,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0055,Pusa,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0056,Saharsa,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0057,Samastipur,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0058,Sasaram,Bihar,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0059,Sitamarhi,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0060,Siwan,Bihar,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0061,Chandigarh,Chandigarh,3,0,1,0,0,2,0,0,0,2,3,3,81.9,64.6,49,90,86.67,85,74.39,100,High
CT0062,Ambikapur,Chhattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0063,Bhilai,Chhattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0064,Bilaspur,Chhattisgarh,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0065,Dhamtari,Chhattisgarh,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0066,Durg,Chhattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0067,Jagdalpur,Chhattisgarh,2,1,1,0,0,0,0,0,0,2,2,2,69.05,54,49,80,60,95,66.36,100,High
CT0068,Raipur,Chhattisgarh,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0069,Rajnandgaon,Chhattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0070,Daman,Dadra and Nagar Haveli and Daman and Diu,2,0,1,0,0,1,0,0,0,2,2,2,69.05,54,49,55,80,97.5,66.24,100,High
CT0071,Diu,Dadra and Nagar Haveli and Daman and Diu,2,0,1,0,0,1,0,0,0,2,2,2,69.05,54,49,55,80,92.5,65.49,100,High
CT0072,Silvassa,Dadra and Nagar Haveli and Daman and Diu,3,0,1,1,0,1,0,0,0,3,3,3,81.9,71,66,65,87.5,95,77.62,100,High
CT0073,Delhi,Delhi,3,0,0,1,0,2,0,0,0,2,3,3,81.9,64.6,49,80,47.5,88.33,69.97,100,High
CT0074,New Delhi,Delhi,2,0,0,0,0,2,0,0,0,1,2,2,69.05,47.6,32,80,80,92.5,63.84,100,High
CT0075,Madgaon,Goa,2,0,1,0,0,1,0,0,0,2,2,2,69.05,54,49,55,80,85,64.36,100,High
CT0076,Panaji,Goa,4,1,2,0,0,1,0,0,0,3,4,4,91.86,81.6,66,55,90,92.5,81.64,100,High
CT0077,Ahmadabad,Gujarat,3,0,1,0,0,2,0,0,0,2,3,3,81.9,64.6,49,55,86.67,85,70.89,100,High
CT0078,Amreli,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0079,Bharuch,Gujarat,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0080,Bhavnagar,Gujarat,2,0,0,1,0,0,1,0,0,2,2,2,69.05,54,49,80,47.5,90,64.36,100,High
CT0081,Bhuj,Gujarat,2,0,0,0,0,2,0,0,0,1,2,1,69.05,42.6,32,65,80,85,59.96,100,High
CT0082,Dwarka,Gujarat,2,1,0,1,0,0,0,0,0,2,2,2,69.05,54,49,55,80,90,65.11,100,High
CT0083,Gandhinagar,Gujarat,1,0,0,0,1,0,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0084,Godhra,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0085,Jamnagar,Gujarat,2,0,0,1,1,0,0,0,0,2,2,1,69.05,49,49,55,47.5,95,61.36,100,High
CT0086,Junagadh,Gujarat,2,0,0,1,0,0,1,0,0,2,2,2,69.05,54,49,80,80,90,67.61,100,High
CT0087,Kandla,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0088,Khambhat,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0089,Kheda,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0090,Mahesana,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0091,Morbi,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0092,Nadiad,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0093,Navsari,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0094,Okha,Gujarat,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0095,Palanpur,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0096,Patan,Gujarat,2,0,0,0,0,2,0,0,0,1,2,2,69.05,47.6,32,55,80,92.5,61.34,100,High
CT0097,Porbandar,Gujarat,2,0,0,1,0,1,0,0,0,2,2,2,69.05,54,49,65,80,90,66.11,100,High
CT0098,Rajkot,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0099,Surat,Gujarat,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0100,Surendranagar,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0101,Valsad,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0102,Veraval,Gujarat,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0103,Ambala,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0104,Bhiwani,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0105,Chandigarh,Haryana,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0106,Faridabad,Haryana,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0107,Firozpur Jhirka,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0108,Gurugram,Haryana,3,1,0,1,1,0,0,0,0,3,3,2,81.9,66,66,80,73.33,88.33,75.46,100,High
CT0109,Hansi,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0110,Hisar,Haryana,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0111,Jind,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0112,Kaithal,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0113,Karnal,Haryana,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0114,Kurukshetra,Haryana,2,0,0,0,0,1,1,0,0,2,2,2,69.05,54,49,55,87.5,95,66.61,100,High
CT0115,Panipat,Haryana,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0116,Pehowa,Haryana,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0117,Rewari,Haryana,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0118,Rohtak,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0119,Sirsa,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0120,Sonipat,Haryana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0121,Bilaspur,Himachal Pradesh,2,1,1,0,0,0,0,0,0,2,2,1,69.05,49,49,55,47.5,85,59.86,100,High
CT0122,Chamba,Himachal Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0123,Dalhousie,Himachal Pradesh,2,1,1,0,0,0,0,0,0,2,2,2,69.05,54,49,55,80,95,65.86,100,High
CT0124,Dharmshala,Himachal Pradesh,2,1,0,0,0,1,0,0,0,2,2,2,69.05,54,49,80,80,95,68.36,100,High
CT0125,Hamirpur,Himachal Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0126,Kangra,Himachal Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0127,Kullu,Himachal Pradesh,4,3,1,0,0,0,0,0,0,2,4,3,91.86,70.2,49,90,60,90,76.36,100,High
CT0128,Mandi,Himachal Pradesh,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0129,Nahan,Himachal Pradesh,2,0,1,1,0,0,0,0,0,2,2,2,69.05,54,49,55,87.5,95,66.61,100,High
CT0130,Shimla,Himachal Pradesh,3,1,0,0,0,1,0,1,0,3,3,2,81.9,66,66,65,86.67,93.33,76.04,100,High
CT0131,Una,Himachal Pradesh,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0132,Anantnag,Jammu and Kashmir,2,2,0,0,0,0,0,0,0,1,2,2,69.05,47.6,32,80,60,85,60.71,100,High
CT0133,Baramula,Jammu and Kashmir,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0134,Doda,Jammu and Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0135,Gulmarg,Jammu and Kashmir,3,1,0,0,0,0,0,1,1,3,3,2,81.9,66,66,90,73.33,91.67,76.96,100,High
CT0136,Jammu,Jammu and Kashmir,1,0,0,0,0,0,0,1,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0137,Kathua,Jammu and Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0138,Punch,Jammu and Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0139,Rajouri,Jammu and Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0140,Srinagar,Jammu and Kashmir,5,1,1,1,0,1,0,1,0,5,5,4,100,100,100,90,76,93,95.55,100,High
CT0141,Udhampur,Jammu and Kashmir,2,2,0,0,0,0,0,0,0,1,2,1,69.05,42.6,32,55,60,85,56.96,100,High
CT0142,Bokaro,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0143,Chaibasa,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0144,Deoghar,Jharkhand,1,0,0,0,0,0,0,1,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0145,Dhanbad,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0146,Dumka,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0147,Giridih,Jharkhand,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0148,Hazaribag,Jharkhand,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0149,Jamshedpur,Jharkhand,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0150,Jharia,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0151,Rajmahal,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0152,Ranchi,Jharkhand,2,1,1,0,0,0,0,0,0,2,2,2,69.05,54,49,80,80,95,68.36,100,High
CT0153,Saraikela,Jharkhand,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0154,Badami,Karnataka,2,1,0,0,0,1,0,0,0,2,2,2,69.05,54,49,80,47.5,92.5,64.74,100,High
CT0155,Ballari,Karnataka,2,0,1,1,0,0,0,0,0,2,2,2,69.05,54,49,55,80,90,65.11,100,High
CT0156,Bengaluru,Karnataka,2,0,0,1,0,1,0,0,0,2,2,2,69.05,54,49,55,87.5,90,65.86,100,High
CT0157,Belagavi,Karnataka,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0158,Bhadravati,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0159,Bidar,Karnataka,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0160,Chikkamagaluru,Karnataka,2,1,0,1,0,0,0,0,0,2,2,2,69.05,54,49,80,60,95,66.36,100,High
CT0161,Chitradurga,Karnataka,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0162,Davangere,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0163,Halebid,Karnataka,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0164,Hassan,Karnataka,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0165,Hubballi-Dharwad,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0166,Kalaburagi,Karnataka,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0167,Kolar,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0168,Madikeri,Karnataka,3,1,0,1,0,1,0,0,0,3,3,3,81.9,71,66,80,73.33,95,77.71,100,High
CT0169,Mandya,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0170,Mangaluru,Karnataka,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0171,Mysuru,Karnataka,3,0,0,1,0,1,1,0,0,3,3,3,81.9,71,66,80,86.67,91.67,78.54,100,High
CT0172,Raichur,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0173,Shivamogga,Karnataka,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0174,Shravanabelagola,Karnataka,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0175,Shrirangapattana,Karnataka,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0176,Tumakuru,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0177,Vijayapura,Karnataka,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0178,Alappuzha,Kerala,2,0,2,0,0,0,0,0,0,1,2,2,69.05,47.6,32,55,87.5,85,60.96,100,High
CT0179,Vatakara,Kerala,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0180,Idukki,Kerala,3,1,0,1,0,1,0,0,0,3,3,3,81.9,71,66,80,87.5,91.67,78.62,100,High
CT0181,Kannur,Kerala,2,0,0,0,0,1,0,1,0,2,2,2,69.05,54,49,65,80,85,65.36,100,High
CT0182,Kochi,Kerala,3,0,0,0,0,3,0,0,0,1,2,2,81.9,47.6,32,65,86.67,85,65.09,100,High
CT0183,Kollam,Kerala,2,0,2,0,0,0,0,0,0,1,2,2,69.05,47.6,32,65,87.5,85,61.96,100,High
CT0184,Kottayam,Kerala,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0185,Kozhikode,Kerala,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0186,Mattancheri,Kerala,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,100,56.04,100,High
CT0187,Palakkad,Kerala,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0188,Thalassery,Kerala,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0189,Thiruvananthapuram,Kerala,2,1,1,0,0,0,0,0,0,2,2,2,69.05,54,49,55,80,85,64.36,100,High
CT0190,Thrissur,Kerala,1,0,0,0,1,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0191,Kargil,Ladakh,2,1,0,0,0,1,0,0,0,2,2,2,69.05,54,49,80,47.5,92.5,64.74,100,High
CT0192,Leh,Ladakh,5,3,0,2,0,0,0,0,0,2,4,3,100,70.2,49,90,60,93,78.85,100,High
CT0193,Balaghat,Madhya Pradesh,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0194,Barwani,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0195,Betul,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0196,Bharhut,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0197,Bhind,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0198,Bhojpur,Madhya Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0199,Bhopal,Madhya Pradesh,3,0,1,0,1,1,0,0,0,3,3,3,81.9,71,66,55,86.67,96.67,76.79,100,High
CT0200,Burhanpur,Madhya Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0201,Chhatarpur,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0202,Chhindwara,Madhya Pradesh,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0203,Damoh,Madhya Pradesh,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0204,Datia,Madhya Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0205,Dewas,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0206,Dhar,Madhya Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0207,Dr. Ambedkar Nagar (Mhow),Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0208,Guna,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0209,Gwalior,Madhya Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0210,Hoshangabad,Madhya Pradesh,1,1,0,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0211,Indore,Madhya Pradesh,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0212,Itarsi,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0213,Jabalpur,Madhya Pradesh,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0214,Jhabua,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0215,Khajuraho,Madhya Pradesh,2,0,0,1,0,1,0,0,0,2,2,2,69.05,54,49,55,47.5,97.5,62.99,100,High
